appid,name,developer,release_date,genre,genre_code,price,total_reviews,positive_ratio,avg_playtime_mins,peak_players,metacritic_score,developer_bio,platforms
100936,Steel Paragon,Neon Arc,13/08/2019,Strategy,3,0,0,90.66,614,184,40.4,Building the future of interactive entertainment.,2
100937,Steel Paragon III,SilverLeaf,29/12/2019,Action,1,56.7211,498,79.85,258,465,43.2,Veterans from AAA studios going indie.,2
100938,Savage Solstice Redux,NEON ARC,02/03/2023,RPG,2,0,745,78.41,260,285,NA,NA,2
100939,Savage Bastion II,Moonlight Games,17/11/2022,RPG,2,64.6819,0,72.17,678,251,NA,Passionate about narrative-driven experiences.,3
100940,Neon Crusade II,CrystalDawn,19/12/2018,Puzzle,5,0,329,62.52,192,157,NA,"Small team, big dreams. Making games since 2015.",2
100941,Neon Frontier,Moonlight Games,12/10/2020,Simulation,4,0,623,61.97,248,289,99.4,Creating unique worlds one pixel at a time.,2
100942,Phantom Siege,PIXELFORGE,21/11/2018,Action,1,43.653,0,68.75,421,462,54.7,NA,2
100943,Golden Realm,SilverLeaf,19/07/2024,Strategy,3,50.36,451,93.45,550,196,92.4,NA,3
100944,Storm Oblivion Reborn,ThunderByte,18/11/2023,Simulation,4,0,1249,86.64,163,143,62.9,NA,3
100945,Broken Requiem,CrystalDawn,28/03/2018,Simulation,4,54.301,866,83.88,341,338,53.5,We make games that push boundaries.,3
100946,Silent Cipher (88),RedKite,05/02/2023,Action,1,40.2584,423,93.09,841,420,79.3,Passionate about narrative-driven experiences.,2
100947,Noble Dynasty III (89),CrystalDawn,04/06/2018,Action,1,32.707,414,50.34,276,568,88.1,Creating unique worlds one pixel at a time.,1
100948,Broken Dominion III,RedKite,22/12/2020,Strategy,3,51.3325,570,80.53,1193,162,41.6,Focused on player agency and emergent gameplay.,1
100949,Storm Horizon,CrystalDawn,25/11/2022,Strategy,3,59.7315,0,79.11,602,249,85.6,NA,1
100950,Ancient Apex Reborn,RedKite,01/04/2024,Strategy,3,60.104,990,92.93,612,207,61.7,Creating unique worlds one pixel at a time.,1
100951,Neon Dominion,Moonlight Games,10/05/2022,Strategy,3,0,0,89.64,574,231,62.6,NA,2
100952,Hollow Legacy,PixelForge,01/09/2023,Puzzle,5,50.6293,229,92.79,577,198,68.4,NA,2
100953,Forsaken Exodus (90),Neon Arc,02/06/2019,Strategy,3,0,1048,58.34,336,93,97.4,Building the future of interactive entertainment.,2
100954,Cursed Siege III,CrystalDawn,27/04/2022,RPG,2,59.2628,598,62.81,947,370,NA,Creating unique worlds one pixel at a time.,1
100955,Mystic Siege Origins,Moonlight Games,14/05/2024,Strategy,3,25.7145,915,52.31,992,318,NA,Focused on player agency and emergent gameplay.,1
100956,Ethereal Labyrinth Origins,PixelForge,28/11/2018,RPG,2,0,364,51.97,443,193,99.2,Passionate about narrative-driven experiences.,3
100957,Radiant Frontier Redux,silverleaf,05/06/2023,RPG,2,0,256,64.76,619,303,45.6,Veterans from AAA studios going indie.,2
100958,Rogue Vanguard II,ThunderByte,03/01/2019,Simulation,4,39.9455,0,91.27,805,125,NA,NA,1
100959,Iron Tempest III,ThunderByte,31/10/2024,Strategy,3,58.0157,0,78.61,262,239,45.3,NA,1
100960,Frozen Nexus III,IronGate Studios,30/03/2021,Simulation,4,38.8346,552,55.95,573,314,64.9,Passionate about narrative-driven experiences.,1
100961,Twisted Wanderer,ThunderByte,28/11/2021,Strategy,3,53.7628,569,53.44,1020,122,74.9,Building the future of interactive entertainment.,3
100962,Dark Bastion,ThunderByte,05/12/2024,RPG,2,56.8611,410,76.62,373,153,NA,Veterans from AAA studios going indie.,2
100963,Ancient Wanderer,MOONLIGHT GAMES,25/01/2022,Action,1,37.3748,364,68.94,769,148,57,NA,2
100964,Crystal Fortress,THUNDERBYTE,04/09/2018,Strategy,3,0,676,75.66,298,149,NA,Passionate about narrative-driven experiences.,2
100965,Primal Protocol Redux,PixelForge,08/05/2023,Strategy,3,0,414,58.9,320,92,57.7,Building the future of interactive entertainment.,3
100966,Primal Harbinger (91),IronGate Studios,14/03/2020,RPG,2,52.722,358,52.49,580,175,60.1,Our mission: games that matter.,2
100967,Hollow Covenant,IronGate Studios,02/07/2024,Simulation,4,55.5729,771,65.94,670,231,50,NA,2
100968,Steel Exodus Redux,ThunderByte,19/04/2020,RPG,2,51.6021,894,71.42,675,269,NA,Award-winning indie studio based in Melbourne.,2
100969,Twisted Genesis II,CrystalDawn,03/03/2019,Simulation,4,0,406,70.1,606,319,NA,"Small team, big dreams. Making games since 2015.",1
100970,Rogue Vendetta,Neon Arc,14/10/2019,Strategy,3,58.4994,343,86.97,899,337,53.4,Building the future of interactive entertainment.,1
100971,Iron Ascension (92),ThunderByte,27/07/2022,Puzzle,5,34.1351,686,90.11,575,46,94.2,NA,2
100972,Mystic Paragon,CrystalDawn,10/04/2024,Strategy,3,0,849,87.25,471,97,71.4,Passionate about narrative-driven experiences.,1
100973,Radiant Labyrinth,SilverLeaf,13/04/2021,Action,1,52.3913,1234,89.64,430,237,47.3,Award-winning indie studio based in Melbourne.,3
100974,Fallen Sanctum,Neon Arc,14/11/2022,RPG,2,0,0,82.63,900,379,95.2,NA,1
100975,Grand Solstice (93),IronGate Studios,02/02/2021,RPG,2,64.4639,394,88.51,625,75,41.4,Three friends who quit their jobs to make games.,1
100976,Burning Fortress (94),CrystalDawn,02/11/2024,Strategy,3,55.1164,632,92.32,344,263,75,NA,3
100977,Dire Tempest,Neon Arc,13/11/2024,Simulation,4,58.4332,566,83.45,361,171,NA,NA,1
100978,Lost Labyrinth,ThunderByte,13/09/2023,RPG,2,58.1647,192,61.57,593,457,80.7,We make games that push boundaries.,2
100979,Fallen Chronicles Reborn (95),Moonlight Games,23/10/2024,Strategy,3,47.4305,445,82.25,1588,282,NA,Our mission: games that matter.,1
100980,Ethereal Genesis II,PixelForge,22/03/2023,Action,1,0,878,69.69,384,415,NA,Award-winning indie studio based in Melbourne.,2
100981,Solar Eclipse Redux (96),PixelForge,06/05/2019,Puzzle,5,45.2208,517,63.25,165,259,88.1,Focused on player agency and emergent gameplay.,3
100982,Twisted Eclipse (97),CrystalDawn,08/12/2020,RPG,2,66.0888,487,99.58,435,184,78.5,NA,1
100983,Swift Frontier,SilverLeaf,25/08/2024,Puzzle,5,40.4011,174,82.02,777,221,71.5,Creating unique worlds one pixel at a time.,3
100984,Ethereal Inferno Origins,RedKite,18/08/2021,Action,1,47.3646,215,87.38,362,762,84.8,Award-winning indie studio based in Melbourne.,1
100985,Steel Frontier,Moonlight Games,18/05/2023,Simulation,4,44.1695,925,86.88,213,176,69.4,We make games that push boundaries.,1
100986,Stellar Odyssey,Neon Arc,13/09/2019,Strategy,3,58.5224,1235,77.03,619,120,44.6,We make games that push boundaries.,2
100987,Crimson Fortress II (98),CrystalDawn,22/05/2021,Puzzle,5,39.9022,352,51.47,572,244,90.4,"Small team, big dreams. Making games since 2015.",2
100988,Noble Exodus Reborn,CrystalDawn,21/07/2022,Strategy,3,57.5606,768,67.61,401,399,59,Our mission: games that matter.,1
100989,Lunar Labyrinth III,ThunderByte,04/03/2022,Puzzle,5,35.8867,627,68.81,598,339,94.6,Focused on player agency and emergent gameplay.,3
100990,Shadow Horizon Reborn,SilverLeaf,01/01/2022,RPG,2,40.0539,0,93.85,1147,193,NA,Three friends who quit their jobs to make games.,1
100991,Twisted Solstice Reborn,IronGate Studios,08/06/2018,Simulation,4,35.5804,535,56.87,904,302,57.2,NA,2
100992,Fallen Protocol,crystaldawn,29/06/2018,Puzzle,5,43.5051,307,54.83,982,465,77.6,Three friends who quit their jobs to make games.,3
100993,Lone Bastion,CrystalDawn,08/01/2020,Simulation,4,0,634,97.63,230,42,NA,Award-winning indie studio based in Melbourne.,3
100994,Lunar Crusade,RedKite,18/11/2022,Simulation,4,46.5538,575,78.39,233,112,63.4,NA,1
100995,Crystal Chronicles,CrystalDawn,26/02/2024,RPG,2,60.348,798,89.49,679,314,NA,Building the future of interactive entertainment.,2
100996,Mystic Revenant (99),PixelForge,09/07/2022,Simulation,4,36.705,0,61.78,1314,93,68.1,Three friends who quit their jobs to make games.,1
100997,Steel Catalyst Origins,CrystalDawn,26/08/2020,Simulation,4,37.3641,898,80.47,726,117,NA,NA,2
100998,Hidden Catalyst (100),SilverLeaf,22/01/2019,Action,1,47.2905,398,92.55,375,967,65.6,Three friends who quit their jobs to make games.,3
100999,Golden Dominion Redux,Neon Arc,12/04/2019,RPG,2,0,500,63.36,1034,303,69.6,Three friends who quit their jobs to make games.,1
101000,Solar Requiem Origins,SilverLeaf,12/04/2023,Action,1,43.1473,762,65.32,379,285,97.4,Three friends who quit their jobs to make games.,1
101001,Steel Dynasty (101),Moonlight Games,19/12/2021,Action,1,41.7396,391,65.62,329,349,66,NA,1
101002,Neon Genesis,IronGate Studios,25/02/2021,Strategy,3,42.7218,0,75.56,287,210,48.7,NA,2
101003,Wild Paragon,IronGate Studios,22/01/2019,Simulation,4,50.0174,734,74.56,342,96,44.3,Three friends who quit their jobs to make games.,3
101004,Savage Protocol Origins,CrystalDawn,02/05/2022,Strategy,3,52.5212,626,93.65,1193,302,NA,NA,1
101005,Primal Genesis II,CrystalDawn,06/08/2023,Action,1,48.1561,382,54.82,612,197,NA,Passionate about narrative-driven experiences.,3
101006,Fallen Frontier (102),CrystalDawn,24/12/2022,Action,1,0,1035,85.83,472,727,44,NA,3
101007,Primal Eclipse,SilverLeaf,29/10/2020,RPG,2,39.3563,928,67.65,140,219,66.4,Veterans from AAA studios going indie.,2
101008,Frozen Fortress,REDKITE,22/01/2024,Strategy,3,54.3991,423,65.17,879,448,50.1,NA,2
101009,Fallen Inferno Origins,IronGate Studios,15/01/2023,Simulation,4,70.246,962,91,494,355,NA,Creating unique worlds one pixel at a time.,3
101010,Lunar Sanctum III,thunderbyte,09/01/2019,Action,1,57.7155,744,58.51,606,84,81.6,Passionate about narrative-driven experiences.,1
101011,Forsaken Vanguard (103),IronGate Studios,23/01/2018,Simulation,4,40.2388,1399,62.34,665,186,NA,Our mission: games that matter.,2
101012,Ancient Wanderer Reborn,SilverLeaf,26/12/2021,Simulation,4,33.7463,463,50.67,298,214,NA,"Small team, big dreams. Making games since 2015.",1
101013,Rogue Dominion Reborn,IronGate Studios,22/09/2018,Strategy,3,59.3971,1010,94.11,524,91,99.6,Our mission: games that matter.,3
101014,Infinite Labyrinth Origins,CrystalDawn,28/04/2023,RPG,2,57.5745,599,97.52,247,260,NA,Building the future of interactive entertainment.,1
101015,Frozen Harbinger Reborn,PixelForge,13/06/2020,Action,1,49.4391,431,81.48,1017,521,72,NA,2
101016,Dire Zenith,RedKite,01/11/2022,RPG,2,45.0349,1212,50.16,416,163,89.3,Passionate about narrative-driven experiences.,1
101017,Shattered Vanguard,SilverLeaf,29/01/2023,Puzzle,5,20.7637,380,71.22,293,84,61,Award-winning indie studio based in Melbourne.,1
101018,Solar Genesis,IronGate Studios,20/05/2020,Strategy,3,0,0,67.42,899,482,NA,Award-winning indie studio based in Melbourne.,1
101019,Solar Exodus II,ThunderByte,19/09/2018,Simulation,4,48.5329,475,62.03,189,147,57.7,"Small team, big dreams. Making games since 2015.",1
101020,Lone Harbinger,RedKite,09/10/2020,Simulation,4,0,376,80.44,166,441,53.1,NA,1
101021,Crimson Fortress Origins,Moonlight Games,06/12/2021,Strategy,3,54.2289,521,96.25,169,222,NA,We make games that push boundaries.,1
101022,Phantom Apex Reborn,Moonlight Games,13/12/2020,RPG,2,46.3041,496,82.43,976,453,57.4,Award-winning indie studio based in Melbourne.,1
101023,Golden Remnants,Neon Arc,10/10/2024,Strategy,3,49.5651,302,72.52,282,228,NA,Award-winning indie studio based in Melbourne.,1
101024,Steel Bastion Redux,IronGate Studios,01/07/2021,Action,1,61.9083,622,71.35,362,726,82.6,Award-winning indie studio based in Melbourne.,2
101025,Ethereal Odyssey (104),Moonlight Games,08/05/2021,Strategy,3,65.7627,335,82,878,257,65.3,NA,3
101026,Swift Inferno Origins,RedKite,14/11/2020,RPG,2,55.4614,211,59.12,742,327,53.3,Award-winning indie studio based in Melbourne.,3
101027,Fallen Exodus,CrystalDawn,11/07/2020,Puzzle,5,43.883,0,70.41,535,535,73.7,Award-winning indie studio based in Melbourne.,1
101028,Crystal Paragon,REDKITE,10/04/2022,RPG,2,75.2907,0,90.53,1566,307,80.5,Focused on player agency and emergent gameplay.,3
101029,Swift Ascension (105),SilverLeaf,20/03/2019,Simulation,4,55.897,682,55.02,774,104,48,NA,1
101030,Mystic Frontier Origins (106),Neon Arc,24/07/2023,Action,1,57.0392,0,90.68,1112,395,56,Veterans from AAA studios going indie.,3
101031,Lunar Cipher II,PixelForge,21/04/2019,RPG,2,65.339,507,86.06,460,441,NA,NA,3
101032,Grand Apex II,SilverLeaf,05/05/2018,RPG,2,51.7021,612,90.04,616,291,41.7,NA,2
101033,Broken Harbinger,RedKite,09/03/2018,Simulation,4,43.7892,117,51.01,416,750,NA,Creating unique worlds one pixel at a time.,3
101034,Ancient Legacy Redux,Neon Arc,22/04/2020,Action,1,49.8072,1117,98.44,671,63,58.7,Focused on player agency and emergent gameplay.,3
101035,Broken Oblivion (107),RedKite,29/04/2024,RPG,2,47.165,378,51.47,750,312,51.2,Veterans from AAA studios going indie.,1
101036,Broken Genesis Redux,CrystalDawn,15/12/2023,Action,1,0,759,80.46,752,161,47.7,Three friends who quit their jobs to make games.,2
101037,Neon Labyrinth,IronGate Studios,22/05/2023,Simulation,4,39.0383,828,56.5,710,417,76.7,Three friends who quit their jobs to make games.,2
101038,Crystal Remnants Origins,RedKite,20/01/2018,Action,1,47.7982,958,68.61,1289,273,87.7,Creating unique worlds one pixel at a time.,3
101039,Broken Crusade,Neon Arc,26/03/2020,Puzzle,5,34.8128,315,76.29,482,142,58.6,NA,2
101040,Savage Revenant Redux,CrystalDawn,26/12/2018,Puzzle,5,46.2781,502,80.54,276,453,99.1,NA,2
101041,Shattered Harbinger III,Neon Arc,29/07/2018,Strategy,3,51.7511,352,90.4,598,530,51,Focused on player agency and emergent gameplay.,2
101042,Dark Apex Origins,Neon Arc,14/09/2023,RPG,2,0,0,71.46,936,316,48.4,Building the future of interactive entertainment.,3
101043,Silent Apex,RedKite,23/02/2018,RPG,2,64.6408,290,55.05,479,126,82.5,NA,1
101044,Forsaken Cipher (108),ThunderByte,19/10/2019,RPG,2,56.3944,559,53.03,408,101,75,NA,2
101045,Phantom Dynasty Origins,SilverLeaf,18/01/2018,RPG,2,33.8711,618,63.17,444,482,80.6,"Small team, big dreams. Making games since 2015.",1
101046,Shadow Apex Reborn,IronGate Studios,20/01/2020,Puzzle,5,51.0074,458,52.4,590,282,NA,Creating unique worlds one pixel at a time.,3
101047,Burning Siege II,PixelForge,15/11/2018,Action,1,55.5883,226,73.74,881,352,92.3,Our mission: games that matter.,3
101048,Stellar Horizon (109),Moonlight Games,07/09/2024,Action,1,32.8346,586,82.84,589,58,84.9,Award-winning indie studio based in Melbourne.,2
101049,Stellar Legends Reborn,RedKite,29/12/2021,Puzzle,5,46.4718,805,73.51,312,306,89.5,Award-winning indie studio based in Melbourne.,2
101050,Grand Ascension,SilverLeaf,22/10/2022,Strategy,3,58.0226,0,67.25,381,279,76.2,Our mission: games that matter.,1
101051,Dire Remnants,ThunderByte,03/03/2021,Puzzle,5,44.3403,232,90.5,270,263,55.3,NA,1
101052,Iron Realm II,CrystalDawn,05/08/2023,Simulation,4,0,328,86.28,503,211,60.3,"Small team, big dreams. Making games since 2015.",3
101053,Savage Abyss (110),CrystalDawn,12/04/2022,Puzzle,5,0,0,77.53,742,120,NA,Award-winning indie studio based in Melbourne.,3
101054,Grand Inferno Reborn,Moonlight Games,31/08/2023,Strategy,3,58.0124,0,76.56,312,571,NA,NA,2
101055,Dire Crusade,PixelForge,02/12/2019,Strategy,3,42.5655,554,77.65,434,193,50.8,Our mission: games that matter.,2
101056,Ancient Legacy Reborn,ThunderByte,01/12/2022,RPG,2,61.42,447,51.63,680,132,77.1,NA,3
101057,Swift Frontier II (111),ThunderByte,13/02/2019,Puzzle,5,38.2766,430,74.15,744,149,76,Creating unique worlds one pixel at a time.,2
101058,Iron Genesis,CRYSTALDAWN,31/07/2024,RPG,2,70.3155,0,61.93,690,269,NA,"Small team, big dreams. Making games since 2015.",3
101059,Hollow Dominion (112),SilverLeaf,14/08/2020,Simulation,4,32.5843,169,59.87,515,117,57.4,"Small team, big dreams. Making games since 2015.",1
101060,Cursed Oblivion,IronGate Studios,09/08/2024,Puzzle,5,38.5962,0,82.86,393,332,71,Building the future of interactive entertainment.,1
101061,Lone Wanderer Origins,CrystalDawn,16/05/2022,Puzzle,5,39.9495,602,83.02,154,417,65.1,"Small team, big dreams. Making games since 2015.",1
101062,Grand Legacy Reborn,SilverLeaf,29/03/2023,Action,1,43.841,0,93.26,594,225,48.9,Focused on player agency and emergent gameplay.,2
101063,Crystal Fortress (113),ThunderByte,12/02/2020,Action,1,44.6318,415,99.82,1102,102,86.9,Focused on player agency and emergent gameplay.,1
101064,Iron Protocol II,Neon Arc,16/10/2023,Strategy,3,67.3806,557,93,1123,191,99.1,Our mission: games that matter.,3
101065,Golden Eclipse Reborn,ThunderByte,19/03/2018,Action,1,46.6412,1118,98.27,512,456,NA,Award-winning indie studio based in Melbourne.,1
101066,Swift Paragon Origins,Moonlight Games,22/10/2023,Strategy,3,54.246,622,50.68,244,586,83.5,Passionate about narrative-driven experiences.,2
101067,Fallen Paragon III,Neon Arc,15/06/2019,Action,1,39.145,0,77.97,534,145,98.7,NA,1
101068,Burning Paragon,Moonlight Games,18/11/2019,Puzzle,5,34.0323,411,65.49,835,69,53.3,NA,2
101069,Forsaken Odyssey III,CrystalDawn,01/07/2018,RPG,2,44.0654,402,69.33,752,356,43.8,Focused on player agency and emergent gameplay.,2
101070,Swift Solstice,Neon Arc,05/06/2022,Puzzle,5,44.1256,923,99.8,179,264,NA,Creating unique worlds one pixel at a time.,2
101071,Neon Exodus,CRYSTALDAWN,23/12/2021,RPG,2,66.0153,0,61.29,1179,244,66.6,"Small team, big dreams. Making games since 2015.",2
101072,Lost Wanderer,PixelForge,17/06/2018,Puzzle,5,33.7491,257,52.93,854,468,77.5,Award-winning indie studio based in Melbourne.,1
101073,Dark Revenant,SilverLeaf,23/01/2023,Simulation,4,0,222,55.17,539,203,42,Focused on player agency and emergent gameplay.,1
101074,Hollow Zenith,Moonlight Games,03/08/2021,Action,1,47.4556,1075,68.52,675,518,66.4,NA,2
101075,Shadow Bastion (114),RedKite,09/08/2019,Simulation,4,42.1179,917,57.27,1377,130,63.3,NA,1
101076,Rising Harbinger II,RedKite,28/10/2018,Puzzle,5,49.5746,336,57.47,447,513,42.1,Focused on player agency and emergent gameplay.,2
101077,Frozen Crusade II,ThunderByte,08/06/2024,RPG,2,59.8655,695,78.41,1250,210,NA,We make games that push boundaries.,3
101078,Crystal Odyssey,ThunderByte,09/06/2022,Simulation,4,48.3302,837,56.58,162,319,99.8,We make games that push boundaries.,2
101079,Forsaken Siege,IronGate Studios,31/01/2019,RPG,2,0,587,54.44,419,360,89.8,NA,2
101080,Twisted Exodus Redux,PixelForge,02/07/2018,Simulation,4,61.6947,365,68.47,174,211,54.2,NA,3
101081,Stellar Abyss Origins,PixelForge,12/12/2021,RPG,2,49.9254,301,52.68,788,146,NA,Veterans from AAA studios going indie.,2
101082,Rising Bastion Reborn,Neon Arc,24/10/2018,Puzzle,5,45.4738,377,50.54,747,375,58.6,Focused on player agency and emergent gameplay.,2
101083,Lone Wanderer II,Neon Arc,14/12/2023,Action,1,52.9615,165,58.83,147,265,NA,NA,3
101084,Burning Zenith III,ThunderByte,28/03/2022,RPG,2,58.7536,456,71.58,419,247,88.8,"Small team, big dreams. Making games since 2015.",3
101085,Shadow Abyss,IronGate Studios,27/03/2018,Strategy,3,54.6776,436,86.86,535,396,77.1,NA,2
101086,Lunar Vanguard (115),RedKite,25/10/2019,RPG,2,61.9065,0,60.91,596,182,57,NA,1
101087,Ethereal Oblivion Reborn,IronGate Studios,23/02/2019,Strategy,3,52.3318,922,91.38,565,164,85.3,Our mission: games that matter.,3
101088,Shattered Chronicles,Moonlight Games,05/02/2019,Action,1,43.553,321,81.17,425,124,78.3,Veterans from AAA studios going indie.,1
101089,Forsaken Harbinger (116),SilverLeaf,15/12/2020,Strategy,3,68.2884,0,91.5,442,87,NA,NA,3
101090,Mystic Labyrinth,ThunderByte,13/01/2018,Simulation,4,58.9382,838,60.44,583,262,72.9,Veterans from AAA studios going indie.,3
101091,Shattered Oblivion (117),Neon Arc,07/02/2022,Action,1,49.7651,0,92.92,601,310,NA,NA,3
101092,Shadow Chronicles,IronGate Studios,20/02/2022,Puzzle,5,52.4823,478,80.13,1331,432,56.9,Building the future of interactive entertainment.,2
101093,Ethereal Exodus,Moonlight Games,31/03/2019,Action,1,47.0899,0,85.82,191,232,NA,Passionate about narrative-driven experiences.,2
101094,Forsaken Exodus (118),RedKite,23/09/2021,Action,1,45.5466,481,66.99,437,83,47.2,"Small team, big dreams. Making games since 2015.",2
101095,Solar Requiem (119),ThunderByte,09/06/2021,Action,1,42.7761,452,97.16,254,138,52,NA,2
101096,Lost Cipher Origins,RedKite,14/08/2018,Action,1,58.0989,658,87.33,559,421,40.4,Veterans from AAA studios going indie.,2
101097,Iron Vanguard III,Moonlight Games,29/09/2024,Simulation,4,60.2017,527,85.98,366,179,42.4,Our mission: games that matter.,1
101098,Steel Tempest (120),CrystalDawn,29/10/2018,RPG,2,58.3502,517,96.27,400,488,65.3,Three friends who quit their jobs to make games.,2
101099,Phantom Protocol Reborn,SILVERLEAF,29/03/2018,Action,1,62.1168,715,69.9,824,412,82,Our mission: games that matter.,2
101100,Hidden Realm Redux (121),CrystalDawn,28/12/2022,Simulation,4,35.7296,1345,69.21,693,177,89.3,NA,2
101101,Crystal Odyssey Origins,SilverLeaf,25/06/2021,Strategy,3,52.1868,510,83.85,857,231,NA,NA,1
101102,Crystal Siege Redux,RedKite,22/06/2024,Strategy,3,0,230,89.04,388,376,73.7,Focused on player agency and emergent gameplay.,1
101103,Dire Vanguard,SilverLeaf,11/08/2018,Action,1,35.0514,958,66.3,646,396,80.4,Veterans from AAA studios going indie.,1
101104,Dark Wanderer II,CrystalDawn,11/06/2022,Simulation,4,32.9017,254,98.04,1273,211,58,We make games that push boundaries.,1
101105,Solar Eclipse II,Moonlight Games,08/02/2021,Puzzle,5,39.7615,464,76.7,610,404,96.4,Our mission: games that matter.,3
101106,Shattered Dynasty,neon arc,10/05/2019,Simulation,4,45.6027,575,77.58,202,416,44.9,Veterans from AAA studios going indie.,1
101107,Frozen Oblivion III,PixelForge,10/06/2021,Strategy,3,60.1504,739,62.11,894,291,NA,Building the future of interactive entertainment.,2
101108,Silent Abyss,Neon Arc,01/02/2019,RPG,2,64.0004,324,55.1,301,376,57.2,"Small team, big dreams. Making games since 2015.",2
101109,Hidden Odyssey Reborn,SilverLeaf,16/02/2018,Puzzle,5,36.1677,877,58.82,628,746,NA,Focused on player agency and emergent gameplay.,2
101110,Mystic Crusade,SilverLeaf,08/11/2023,Action,1,0,648,82.94,665,181,70.1,Focused on player agency and emergent gameplay.,1
101111,Rogue Labyrinth (122),Neon Arc,04/01/2018,Simulation,4,51.853,711,93.6,805,201,50.4,NA,1
101112,Rising Eclipse (123),Neon Arc,15/08/2021,Puzzle,5,42.7538,0,82.8,746,406,NA,Creating unique worlds one pixel at a time.,1
101113,Crimson Solstice,RedKite,03/07/2020,Strategy,3,0,205,98.45,348,349,NA,NA,1
101114,Lost Inferno III,ThunderByte,10/09/2019,Strategy,3,49.2162,415,75.77,1152,157,71,Building the future of interactive entertainment.,2
101115,Lone Siege Origins,SilverLeaf,16/05/2022,Simulation,4,47.904,487,94.14,1252,361,87.6,Veterans from AAA studios going indie.,1
101116,Rising Fortress (124),RedKite,31/03/2023,Action,1,0,877,68.93,208,107,NA,Focused on player agency and emergent gameplay.,3
101117,Ancient Frontier Redux,SilverLeaf,01/07/2024,Action,1,60.9525,737,76.3,477,238,47.5,Veterans from AAA studios going indie.,2
101118,Swift Vanguard II,ThunderByte,02/04/2021,Action,1,34.6182,456,50.51,205,894,56.4,Award-winning indie studio based in Melbourne.,1
101119,Rising Vanguard II,SilverLeaf,25/02/2020,Action,1,47.1941,545,95.92,297,266,72.7,NA,2
101120,Shadow Oblivion,ThunderByte,15/03/2020,Action,1,64.8595,1115,93.63,636,185,89.9,NA,2
101121,Broken Dominion II,PixelForge,03/07/2021,Puzzle,5,37.075,300,86.63,520,119,NA,Veterans from AAA studios going indie.,1
101122,Fallen Horizon,RedKite,21/08/2021,Action,1,43.0889,577,59.05,712,249,65.6,Our mission: games that matter.,2
101123,Iron Abyss,CrystalDawn,26/09/2024,Simulation,4,52.8839,114,56.96,329,580,NA,Creating unique worlds one pixel at a time.,2
101124,Crystal Cipher,Moonlight Games,21/01/2024,Simulation,4,0,630,83.87,1626,371,77.6,"Small team, big dreams. Making games since 2015.",1
101125,Primal Nexus,CrystalDawn,29/03/2018,Puzzle,5,33.7346,0,72.37,578,194,97.5,NA,1
101126,Grand Covenant,Moonlight Games,10/06/2020,Action,1,33.9639,477,96.03,339,101,93.1,NA,1
101127,Primal Bastion Origins,CrystalDawn,22/10/2020,RPG,2,47.48,167,76.8,525,400,79.5,NA,1
101128,Fallen Inferno Origins (125),RedKite,19/02/2018,Strategy,3,54.8481,540,98.08,543,36,NA,Focused on player agency and emergent gameplay.,3
101129,Fallen Nexus II,Moonlight Games,22/08/2024,Action,1,45.9743,797,68.93,436,233,55.6,NA,2
101130,Dark Ascension,PixelForge,11/02/2022,Strategy,3,0,374,58.24,745,32,NA,We make games that push boundaries.,3
101131,Golden Covenant Redux,PixelForge,07/11/2018,Strategy,3,47.5341,853,85.1,873,341,NA,Veterans from AAA studios going indie.,1
101132,Dire Ascension Reborn,SilverLeaf,06/10/2019,Puzzle,5,48.3634,399,87.02,646,310,89,NA,3
101133,Radiant Abyss,PixelForge,11/07/2023,Strategy,3,59.3223,169,93.96,322,349,NA,NA,1
101134,Lone Crusade,RedKite,17/07/2023,Strategy,3,57.9963,980,80.1,640,371,49.2,We make games that push boundaries.,2
101135,Solar Wanderer,Moonlight Games,07/11/2021,Action,1,52.5219,660,66.29,849,108,85.4,Award-winning indie studio based in Melbourne.,2
101136,Fallen Oblivion II,ThunderByte,18/03/2024,Puzzle,5,31.1318,434,53.82,373,40,67.1,NA,1
101137,Hidden Siege,Moonlight Games,25/04/2019,Puzzle,5,34.6551,362,53.8,1425,361,82,NA,3
101138,Ethereal Oblivion Origins,IronGate Studios,27/07/2020,RPG,2,60.8104,248,76.82,1189,323,85.6,Focused on player agency and emergent gameplay.,1
101139,Silent Requiem,PixelForge,18/04/2023,Puzzle,5,39.9379,494,99.45,734,149,NA,Three friends who quit their jobs to make games.,1
101140,Rising Legends Reborn,SilverLeaf,15/10/2021,RPG,2,51.9292,209,85.72,719,95,NA,NA,1
101141,Crimson Apex III,SilverLeaf,05/11/2021,RPG,2,0,362,59.05,257,204,NA,Creating unique worlds one pixel at a time.,2
101142,Lunar Siege,ThunderByte,20/10/2021,Puzzle,5,46.1683,593,76.09,1002,155,51.7,Creating unique worlds one pixel at a time.,1
101143,Crystal Realm Redux,IronGate Studios,31/07/2018,Action,1,47.4852,0,88.92,737,430,NA,Award-winning indie studio based in Melbourne.,2
101144,Dire Crusade (126),REDKITE,30/03/2018,Simulation,4,44.1695,0,87.54,537,160,59.2,Focused on player agency and emergent gameplay.,3
101145,Lunar Legacy,SilverLeaf,06/10/2023,Puzzle,5,43.2808,637,87.19,1241,112,66.2,Our mission: games that matter.,3
101146,Fallen Solstice Reborn,ThunderByte,01/01/2022,Simulation,4,52.2202,605,96.45,638,332,NA,NA,2
